id,title,authors,pub_date,venue,volume,issue,page,type,publisher,editor
tmp:gesis-ssoar-92291_ref-1_block-1637826,,"Bostrom, N",2005,Bioethics,19,3,202-214,journal article,,
tmp:gesis-ssoar-92291_ref-2_block-951843,Hu- man Enhancement,,2009,,,,,book,"Oxford, Oxford University Press [in Eng","N., Bostrom; J, Savulescu"
tmp:gesis-ssoar-92291_ref-3_block-1637827,,"Cybulska, E",2012,Philosophy Now,,93,,journal article,,
doi:10.1001/jama.289.4.488,Our Posthuman Fu- ture: Consequence of the Biotechnology Revo- lution,"Fukuyama, F",2002,,,,,,,
openalex:W2897726444,Homo Deus: A Brief His- tory of Tomorrow,"Harari, Y",2017,,,,,book,Vintage [in Eng,
doi:10.1001/jama.289.21.2869,"Life, Liberty and the De- fense of Dignity","Kass, L",2002,,,,,,,
tmp:gesis-ssoar-92291_ref-7_block-1637828,,"More, M",2009,Entropy,,6,6-12,journal article,,
tmp:gesis-ssoar-92291_ref-8_block-1804683,,"More, M",2010,Journal of Evolution and Technology,21,1,1-4,journal article,,
doi:10.1002/9781118555927,The Transhumanist Reader,,2013,,,,,book,"West Sussex, UK, Wiley","M., More; N, Vita More"
tmp:gesis-ssoar-92291_ref-10_block-1010519,On the Ge- nealogy of Morality,"Nietzsche, F",2006,,,,,,,
doi:10.1017/s0008423907070552,1883-85]. Thus Spoke Zarathustra,"Nietzsche, F",2006,,,,,,,
openalex:W1543943078,Justice: What's the Right Thing to Do,"Sandel, M",2009,,,,,book,"Farrar, Straus and Giroux [in Eng",
tmp:gesis-ssoar-92291_ref-13_block-1010520,Practical Ethics,"Singer, P",1979,,,,,,,
tmp:gesis-ssoar-92291_ref-14_block-1872541,,"L, Sorgner",2009,Journal of Evolution and Technology,20,1,29-42,journal article,,
tmp:gesis-ssoar-92291_ref-15_block-1872542,,"L, Sorgner",2010,Journal of Evolution and Technology,21,2,1-19,journal article,,
tmp:gesis-ssoar-92291_ref-16_block-1872543,,"L, Sorgner",2013,Trans-Humanities Journal,6,1,135-159,journal article,,
tmp:gesis-ssoar-92291_ref-17_block-1872544,"Conscious Artificial Intel- ligence""","Rhee, Y",2018,"Ontology of Artificial Intelligence, Paju, Korea, Hanul Academy",,,80,book chapter,,
tmp:gesis-ssoar-92291_ref-18_block-951844,"Cyborg""","Rhee, Y",2020,,,,59-84,,,"Paju, Posthuman Comes; Acanet, "
doi:10.22394/1996-0522-2020-5-07-12.,Бытие и отношения в постчеловеческую эпоху // Социум и власть,"цитирования, Для; Ри, Янг",2020,,5,85,7-12,,,
tmp:gesis-ssoar-92472_ref-0_block-1246090,,"Toulmin, S; Kosmopolis, ",,,,,309,,,
tmp:gesis-ssoar-92472_ref-1_block-1246091,,"Toulmin, S; Kosmopolis, ",,,,,310,,,
doi:10.1111/j.1468-2303.2008.00434.x,"Reasons, Generalizations, Empathy, and Narratives: The Epistemic Structure of Action Explanation""","These, Vgl; Stueber, Karsten",2008,History and Theory,47,,31-43,journal article,,
tmp:gesis-ssoar-92472_ref-3_block-951845,Time,"Carr, D",,Narrative and History,,,19,journal article,,
tmp:gesis-ssoar-92472_ref-4_block-951845,Time,"Carr, D",,Narrative and History,,,20,journal article,,
tmp:gesis-ssoar-92472_ref-5_block-951846,Social Sciences and Utopia,"Goodwin, B",,,,,167,,,
tmp:gesis-ssoar-92472_ref-6_block-1159862,"Charles Fourier, Teddington 2008","Bebel, August",,,,,11,,,
tmp:gesis-ssoar-92472_ref-7_block-1246092,,"Bebel, A; Fourier, ",,,,,13,,,
tmp:gesis-ssoar-92472_ref-8_block-1375749,,"Guarneri, C G",,The Utopian Alternative,,,16,journal article,,
tmp:gesis-ssoar-92472_ref-9_block-2028516,"Einleitung zur deutschen Ausgabe der ‚Theorie der vier Bewegun- gen' von Charles Fourier""","Lenk, Elisabeth",1966,"Charles Fourier, Theorie der vier Bewegungen und der allgemeinen Bestimmungen",,,7,book chapter,,"Theodor W. Adorno, "
tmp:gesis-ssoar-92472_ref-10_block-2060850,"47. Auch in Punkt 8 seiner ""Ratschläge für die Zivilisierten, die baldige soziale Metamorphose betreffend"" rät er dem Leser, sich keinesfalls von den Kritikern, die etwas gegen seine Person einzuwenden haben, ablenken zu lassen. ""Die Art, wie sie [die Entdeckung] mitgeteilt wird, ist belanglos!"" Er übt auch Selbst- kritik, aber zuvor noch Kritik am Publikationswesen: ""So lange ich diese Entdeckung nicht publiziert habe und mich darauf beschränke, sie nur anzudeuten, ist jede Kritik unberechtigt","Fourier, Vgl; Theorie, S",2002,"Gewiß müsste diese Ankündigung nicht einen ganzen Band füllen, aber 22 Heinz Brüggemann, Architekturen des Augenblicks. Raum-Bilder und Bild-Räume ei- ner urbanen Moderne in Literatur, Kunst und Architektur des 20.Jahrhunderts",,,275,book chapter,Han,
tmp:gesis-ssoar-92472_ref-11_block-1375750,Purism,"Corbusier/Ozenfant, Le",1920,Modern Artists on Art,,4,369-386,journal article,,"Herbert, Robert; nd, "
tmp:gesis-ssoar-92472_ref-12_block-913323,"Purism""","Corbusie/Ozenfant, Le",,,,,54,,,
tmp:gesis-ssoar-92472_ref-13_block-1637829,must attempt to reinforce the conventional lawfulness of matter,"Art, then",,"S. Richard, Le Corbusier",,,91,book chapter,,
tmp:gesis-ssoar-92472_ref-14_block-1496241,,"Corbusier, Le; Städtebau, S",20,,,,,,,
tmp:gesis-ssoar-92472_ref-15_block-1246093,,"Richards, S; Corbusier, Le",,,,,98,,,
tmp:gesis-ssoar-92472_ref-16_block-1637830,"Der Modulor, Stuttgart 1953; ders., Der Modulor 2, Stuttgart 1958","Corbusier, Le",1942,,,,,,,
tmp:gesis-ssoar-92472_ref-17_block-1496242,"Der Modulor ist dagegen eine bodenständige, aus der Erfahrung gewonnene, ver- lässliche Schablone vom Menschen; dabei ist sein Status als Ausdruck konventionel- len Wissens wichtiger als formalistische oder ästhetische Überlegungen. ""Everything in the Modulor is intended to recall us to what we already know. It is essentially a col- lection of epistemological conventions bundled together for convenience",,,"S. Ri- chards, Le Corbusier",,,103,book chapter,,
tmp:gesis-ssoar-92472_ref-18_block-1246094,,"Richards, S; Corbusier, Le",,,,,105,,,
tmp:gesis-ssoar-92472_ref-19_block-1159863,"‚C'est un despote qu'il faudrait, monsieur!' -Vous aussi, vous voulez un roi ou un tribun? Faiblesse, abdication et illusion",,,,,,,,,
dnb:DE-599-DNB963507907-OCoLC-231943722-02-A26-1652,Architekturen des Augenblicks,"Brüggemann, H",,,,,268,,,
tmp:gesis-ssoar-92472_ref-21_block-1246095,,"Richards, S; Corbusier, Le",,,,,71,,,
tmp:gesis-ssoar-92472_ref-22_block-179,,"Corbusier, Le; Work, My; London, ",1960,"zit. nach Ch. Jencks, Tragic View of Ar- chitecture",,,86,book chapter,,
tmp:gesis-ssoar-92472_ref-23_block-1246096,"Direct Action""",,2004,"Ethics, Place and Environment",7,1,45-57,journal article,,"MacCormick, Peter"
tmp:gesis-ssoar-92472_ref-24_block-2060851,"158. Vgl. auch zum Thema der Naturschutz und Utopie: Werner Theobald, ""Naturschutz zwischen Mythos und Utopie""","Bruyn, G; Fisch, ; Frosch, S",,"Utopie heute II. Zur aktuellen Bedeutung, Funktion und Kritik des utopischen Denkens und Vorstellens. 23",,,24,book chapter,,"ter-Liver, Beat Sit"
dnb:DE-599-ZDB3037560-5-OCoLC-85367809,"Schweizerischen Akademie der Geistes-und Sozialwissenschaften, Fribourg und Stuttgart",,2007,,,,105-151,,,
sowiport:gesis-solis-00374778,"How (not) to Discuss the Compatibility of Liberalism and Ecologism""","Marcel Wissenburg, ""Ecological Neutrality and Liberal Survivalism., ",,"Analyse und Kritik 28/2006, Stuttgart",,,127,book chapter,,
tmp:gesis-ssoar-92472_ref-27_block-1637831,"Utopie & Ökologie""","d'Idler, Martin",,"Utopie heute II. Zur aktuellen Bedeutung, Funktion und Kritik des utopischen Denkens und Vorstellens. 23. und 24. Kolloquium (2005 und 2006) der Schweizerischen Akademie der Geistes- und Sozialwissenschaften, Fribourg und Stuttgart 2007",,,107,book chapter,,"Sitter-Liver, Beat"
tmp:gesis-ssoar-92472_ref-28_block-951847,"Naturbilder der Stadt""","Föhn, Vgl",,,,,243-246,,,
doi:10.1177/10780870222185414,,"Ellin, N",,Postmodern Urbanism,,,8,journal article,,
tmp:gesis-ssoar-92472_ref-30_block-818990,"Naturbilder der Stadt""","Föhn, A",,,,,246,,,
tmp:gesis-ssoar-92472_ref-31_block-1804684,"Was die Einbeziehung architektonischen und städtebaulichen Wissens in das schuli- sche Curriculum anbelangt, so sind dem Verfasser dieser Arbeit nur wenige nennens- werte Initiativen mit globaler Reichweite bekannt. In der Literatur wird die Initiative der Carnegie Foundation gelobt: www.worldarchitecture.org. Begrüßenswert scheint ebenfalls, dass sich die deutschen Architektenkammern um Kooperationen mit den Schulen bemühen",,,"Diese Bemühungen haben aber bislang noch keine selbstverständliche Dimension in den Schulplänen an- genommen. Mehr davon, weltweit, wäre sicherlich ein geeigneter Weg um auf die Probleme der Baukultur aufmerksam zu machen und die Generierung von relevanten Wissensformen in pluraler",,,,journal article,,
tmp:gesis-ssoar-92472_ref-32_block-1159864,"Literaturverzeichnis (Bei Angaben von Netzquellen wurden diese, wenn nicht anders vermerkt, zu- letzt am 15.03.2012 aufgerufen",,,,,,,,,
sowiport:gesis-solis-00398055,"Die Diffusion des Humanen. Grenzregime zwischen Leben und Kulturen, Frankfurt a.M. u.a","Ahrens, Jörn; ",2007,,,,,,,
doi:10.1007/bf03361596,"Die lokale Gemeinschaft auf dem Prüfstand""","Amin, Ash",2005,,,,50-64,book,"Kremer, Elisabeth, Die anderen Städte",
tmp:gesis-ssoar-92472_ref-35_block-1196207,"The Good City""","Amin, Ash",2006,Urban Studies,43,5,1009-1023,journal article,,
doi:10.1080/1366879042000264769,"The Ties that Bind? Self-and Place-identity in Environmental Direct Action""","Anderson, Jon",2004,"Ethics, Place and Environment",7,1,45-57,journal article,,
tmp:gesis-ssoar-92472_ref-37_block-1872545,"Transforming Your Life: Virtue and Happiness""","Annas, Julia",1999,"in: dies., Platon- ic Ethics, Old and New",,,31-51,book chapter,,
tmp:gesis-ssoar-92472_ref-38_block-1933724,"The Inner City: Ethics without Politics in the Republic""","Annas, Julia",1999,"in: dies., Platonic Ethics, Old and New",,,72-95,book chapter,,
tmp:gesis-ssoar-92472_ref-39_block-1375751,Kurze Einführung in die antike Ethik,"Annas, Julia",2009,,,,,,,
openalex:W2474114738,"Vorüberlegungen zu einer Ethnologie der Ein- samkeit, Frankfurt a.M","Augé, Marc; Ort, ; Nicht Orte, ",1994,,,,,,,
doi:10.1007/978-3-322-93320-1,Die moderne Großstadt,"Bahrdt, Hans Paul",,"Soziologische Überlegungen zum Städtebau, Wiesbaden 2006 [EA 1961",,,,book chapter,,
doi:10.1126/science.282.5393.1442,"Why settle down? The Mystery of Communities""","Balter, Michael",1998,,282,5393,1442-1445,book,Science,
openalex:W577350581,"Sein Leben und seine Theorien, Teddington 2008","Bebel, August; Fourier, Charles",,,,,,,,
tmp:gesis-ssoar-92472_ref-44_block-1375752,"Die Geschichte der Stadt, Frankfurt a.M./New York 2000","Benevolo, Leonardo",,,,,,,,
doi:10.1080/00213624.1968.11502825,The Origins of Modern Town-Planning,"Benevolo, Leonardo",1967,,,,,,,
tmp:gesis-ssoar-92472_ref-46_block-1010521,Planning Theory for the Naïve?,"Bengs, Christer",,,,,,,,
doi:10.2307/404591,Das Passagen-Werk,"Benjamin, Walter",1983,,,,,,,"Band, Rolf Tiedemann"
tmp:gesis-ssoar-92472_ref-48_block-2028517,"Storytelling in Criminal Trials: A Model of Social Judge- ment""","Bennett, Lance",2001,"Memory, Iden- tity, Community. The Idea of Narrative in the Human Sciences, Albany/NY",,,72-103,book chapter,,"Hinchman, Lewis Hinchman; K, Sandra"
tmp:gesis-ssoar-92472_ref-49_block-1010522,Platon,"Blackburn, Simon",2007,,,,,book,Der Staat,
doi:10.1017/ccol0521839637.013,"The City-Soul Analogy""","Blössner, Norbert",2007,,,,345-385,,,"Ferrari, G R F"
tmp:gesis-ssoar-92472_ref-51_block-1719136,"Die Lebenswelt als Thema der Phänomenologie""","Blumenberg, Hans",2010,"in: ders., Theorie der Lebenswelt, Frankfurt a.M",,,109-132,book chapter,,
tmp:gesis-ssoar-92472_ref-52_block-1872546,"Lebensweltliche Beharrung und geschichtlicher Fort- schritt""","Blumenberg, Hans",2010,"in: ders., Theorie der Lebenswelt, Frankfurt a.M",,,227-242,book chapter,,
tmp:gesis-ssoar-92472_ref-53_block-1246097,"Die Legitimität der Neuzeit, Frankfurt a.M","Blumenberg, Hans",1999,,,,,,,
doi:10.5860/choice.40-6330,Plato's Utopia Recast: His Later Ethics and Politics,"Bobonich, Christopher",2002,,,,,,,
tmp:gesis-ssoar-92472_ref-55_block-1159865,Die Stadt und die Zukunft,"Bogdanovic, Bogdan",1997,,,,,book,Klagenfurt,
tmp:gesis-ssoar-92472_ref-56_block-1159866,Vom Glück in den Städten,"Bogdanovic, Bogdan",2002,,,,,,,
openalex:W629339727,"A defense of the human spirit against anti-humanism, misanthropy, mysticism and primitivism","Bookchin, Murray; humanity, Re enchanting",1995,,,,,,,
tmp:gesis-ssoar-92472_ref-58_block-1496243,The Ecology of Freedom: The Emergence and Dissolutions of Hierarchy,"Bookchin, Murray",2005,,,,,,,
openalex:W1593594657,"Urbanization Without Cities. The Rise and Decline of Citi- zenship, Montréal u.a","Bookchin, Murray",1992,,,,,,,
doi:10.1093/bjc/39.4.531,"The rise and fall of New York murder: zero tolerance or crack's decline?""","Bowling, Benjamin",1999,The British Journal of Criminology,39,4,531-554,journal article,,
tmp:gesis-ssoar-92472_ref-61_block-1637832,"Reading City Imaginations""","Bridge, Gary Watson; Sophie, ",2000,MA,,,3-10,journal article,,"dies, "
openalex:W615990267,"Architekturen des Augenblicks. Raum-Bilder und Bild- Räume einer urbanen Moderne in Literatur, Kunst und Architektur des 20.Jahrhunderts","Brüggemann, Heinz",2002,,,,,,,
doi:10.9774/gleaf.978-1-907643-44-6_12,Our Common Future: World Commission on Environment and Development,"Brundtland, Gro",1987,,,,,book,Oxford,
tmp:gesis-ssoar-92472_ref-64_block-1719137,"On Fourier, II: The Controller of Desires""","Calvino, Italo",1986,"in: ders., The Uses of Literature",,,219-244,book chapter,,
tmp:gesis-ssoar-92472_ref-65_block-1496244,Der Sonnenstaat. Idee eines philosophischen Gemein- wesens,"Campanella, Tommaso",1623,,,,,,,
doi:10.2307/2505301,"Narrative and the Real World: An Argument for Continuity""","Carr, David",1986,History and Theory,25,2,117-131,journal article,,
tmp:gesis-ssoar-92472_ref-67_block-2086038,"Historical Narrative: A dispute between con- structionism and scientific realism""","Carr, David; Time, Narration; History, Bloomington Indianapolis; ýernik, Vaclav Vicenik; Jozef, ",1986,Human Affairs,19,,182-193,journal article,,
tmp:gesis-ssoar-92472_ref-68_block-2028518,"Postmodern Environmental Ethics: Ethics as Bioregional Narra- tive""","Cheney, Jim",2001,"Memory, Identi- ty, Community. The Idea of Narrative in the Human Sciences, Albany/NY",,,328-349,book chapter,,"Hinchman, Lewis Hinchman; K, Sandra"
tmp:gesis-ssoar-92472_ref-69_block-1637833,Living Without Domination. The Possibility of an Anarchist Uto,"Clark, Samuel",2007,,,,,,,
tmp:gesis-ssoar-92472_ref-70_block-1637834,The Future of Community,"Clements, Dave; ",2008,Reports of a Death Greatly Exaggerated,,,,book chapter,,
tmp:gesis-ssoar-92472_ref-71_block-1933725,"Un Phalanstérien et le premier venu. Dialogue""","Considérant, Victor",1848,"in: ders., Exposition abrégée du système phalanstérien de Fourier",,,,book chapter,,
doi:10.1002/ecy.1560,Ecological Urbanism for the 21st century,"Christensen, Jon et al",,,,,,,,
doi:10.2307/2944986,Science and Religion in the Era of William James,"Croce, Paul Jerome",1995,"Eclipse of Certainty, Chapel Hill u.a",,,,book chapter,,
tmp:gesis-ssoar-92472_ref-74_block-1804685,"Cities: A Philosophical Inquiry"", in: Centre for Urban and Community Studies","Cunningham, Frank",2007,Research Bulleting,,39,1-9,journal article,,
tmp:gesis-ssoar-92472_ref-75_block-1496245,"Narrative and Coherence""","Currie, Gregory Jureidini; Jon, ",2004,,19,4,409-427,,,"Mind, ; guage, Lan"
doi:10.5860/choice.37-6553,The Feeling of What Happens: Body Emotion and the Mak- ing of Consciousness,"Damásio, António",1999,,,,,,,
tmp:gesis-ssoar-92472_ref-77_block-1637831,"Utopie & Ökologie""","d'Idler, Martin",2007,"Utopie heute II. Zur aktuellen Bedeutung, Funktion und Kritik des utopischen Denkens und Vorstellens. 23. und 24. Kolloquium (2005 und 2006) der Schweizeri- schen Akademie der Geistes-und Sozialwissenschaften, Fribourg und Stutt",,,103-133,book chapter,,"Sitter-Liver, Beat"
tmp:gesis-ssoar-92472_ref-78_block-1246098,Hgg,"Davidson, Joyce; ",2005,Emotional Geographies,,,,journal article,,
doi:10.1177/030981680709100112,Planet der Slums,"Davis, Mike",2006,,,,,,,
doi:10.5860/choice.30-2832,Cities of the Gods. Communist Utopias in Greek Thought,"Dawson, Doyne",1992,New York/Oxford,,,,journal article,,
doi:10.1515/9783035602487,"Die Diktatur der Philanthropen. Entwicklung der Stadtplanung aus dem utopischen Denken, Bauwelt Fundamente 110","Bruyn, ; Gerd, ",1996,,,,,,,
doi:10.1515/9783035602678,"Fisch und Frosch oder die Selbstkritik der Moderne, Bauwelt Fundamente 124, Gütersloh","Bruyn, ; Gerd, ",2001,,,,,,,
tmp:gesis-ssoar-92472_ref-83_block-1719138,"Owen and Fourier: Collusion and Collision""","Desbazeille, Michèle Madonna",2006,Spaces of Utopia 2,,,91-100,book chapter,,
tmp:gesis-ssoar-92472_ref-84_block-1637835,"Societies of nature and the nature of society""","Descola, Philippe",1992,Conceptualizing Society,,,107-116,book chapter,,"Kuper, Ad am"
openalex:W1593066986,"Utopian Designs. The Owenite Communities"", in: Spaces of Utopia","Donnachie, Ian",2007,An Electronic Journal,,6,19-34,journal article,,
openalex:W626254720,"Grundlagentexte aus Philo- sophie und Kulturwissenschaften, Frankfurt a.M","Dünne, Jörg Günzel; Stephan, Raumtheorie",2006,,,,,,,
doi:10.1515/9783110834826,Meinung und Wissen in der Philosophie Platons,"Ebert, Theodor",1974,"Untersuchun- gen zum ""Charmides"", ""Meinon"" und ""Staat""",,,,book chapter,,
doi:10.1524/9783050047287.117,"Über den Umgang mit Erzählungen bei Platon und Aris- toteles""","Eichler, Klaus Dieter",2007,"Das Gute und das Böse erzählen, Deutsche Zeitschrift für Philosophie. Sonderband",17,,117-134,journal article,,"Joisten, Karen"
doi:10.5040/9781472547026,"Mapping the Present: Heidegger, Foucault, and the Project of a Spatial History","Elden, Stuart",2001,,,,,,,
tmp:gesis-ssoar-92472_ref-90_block-1157072,Postmodern Urbanism,"Ellin, Nan",1996,,,,,,,
tmp:gesis-ssoar-92472_ref-91_block-2028519,,"Farrar, Frederic William; Language, Chapters On; Charleston, ",2009,,,,,,,
tmp:gesis-ssoar-92472_ref-92_block-1872547,"Narration, Reason and Community""","Fisher, Walter",2001,"Memory, Identity, Community. The Idea of Narrative in the Human Sciences, Albany/NY",,,307-327,book chapter,,"Hinchman, Lewis Hinchman; K, Sandra"
doi:10.1002/9781119084679.ch1,Urban Utopias in the twentieth century,"Fishman, Robert",1977,,,,,,,"Howard, Ebenezer; Wright, Frank Lloyd; Corbusier, Le"
doi:10.1007/978-3-0348-7768-8_12,"Häusermeer oder Wellental? Über Naturbilder der Stadt""","Föhn, Andreas",1996,Naturbilder -Ökologische Kommunikation zwischen Ästhetik und Moral,,,237-253,book chapter,,"Lesch, Walter"
doi:10.1007/978-3-531-91187-8_31,"Überwachen und Strafen, Frankfurt a.M","Foucault, Michel",1977,,,,,,,
tmp:gesis-ssoar-92472_ref-96_block-1872548,"Der utopische Körper, Frankfurt a.M","Foucault, Michel; Heterotopien, Die",2005,eingeleitet von Elisabeth Lenk,,,,book chapter,,"Theodor W. Adorno, "
sowiport:fes-bib-451580,"Traité de l'association domestique-agricole (1822)""","Fourier, Charles",2008,Anthologie zum Städtebau. Von der Stadt der Aufklärung zur Metropole des industriellen Zeitalters,,,590-601,book chapter,,"pugnani, Lam; Vittorio, ; "
tmp:gesis-ssoar-92472_ref-98_block-1246099,Nature and Social Theory,"Franklin, Adrian",2002,,,,,,,
tmp:gesis-ssoar-92472_ref-99_block-1804686,,"Fulcher, James; Kapitalismus, Stuttgart",2007,,,,,,,
tmp:gesis-ssoar-92472_ref-100_block-1010523,Partizipation,"Gerhardt, Volker",2006,,,,,book,Das Prinzip der Politik,
tmp:gesis-ssoar-92472_ref-101_block-1637836,"Space, Time and Architecture. The Growth of a New Tradi- tion","Giedeon, Siegfried",1962,,,,,,,
tmp:gesis-ssoar-92472_ref-102_block-1375753,"Einleitung""","Gigon, Olof",1981,"Aristoteles, Nikomachische Ethik",,,7-51,book chapter,,
tmp:gesis-ssoar-92472_ref-103_block-1872549,,"Glock, Hans Johann; Wittgenstein-Lexikon, Darmstadt",2000,,,,,,,
doi:10.1111/j.1540-6245.2008.01338.x,"Narrative Thinking, Emotion, and Planning""","Goldie, Peter",2009,"The Journal of Aesthetics and Art Criticism, Sonderheft The Poetics, Aesthetics, and Philos- ophy of Narrative",67,,97-106,journal article,,
tmp:gesis-ssoar-92472_ref-105_block-1246100,Social Sciences and Utopias,"Goodwin, Barbara",1978,,,,,,,
tmp:gesis-ssoar-92472_ref-106_block-1246101,"Lokale und regionale Identitätspolitik""","Göschel, Albrecht",2004,,,,158-168,,,"Siebel, Walter"
openalex:W85250424,Fragments of an Anarchist Anthropology,"Graeber, David",2004,,,,,,,
openalex:W582284155,The city. An urban cosmology,"Grange, Joseph",1999,,,,,,,
doi:10.1111/1468-0467.00124,"No Place for Women? Anti-Utopianism and the Utopian Poli- tics of the 1890s""","Greenway, Judy",2002,Geografiska Annaler 84 B,,,3-4,book chapter,,
dnb:DE-599-DNB942089774-OCoLC-246551570-95-A07-0420,Fortschrittsidee und rationale Weltgestaltung,"Gröbl-Steinbach, Evelyn",1994,Die kul- turellen Voraussetzungen des Politischen in der Moderne,,,,book chapter,,
econbiz:10013531735,The Utopian Alternative,"Guarneri, Carl",1991,Fourierism in Nineteenth-Century America,,,,book chapter,,
openalex:W2068731928,Untersuchungen zu einer Kategorie der bürgerlichen Gesellschaft,"Habermas, Jürgen; Öffentlichkeit, Strukturwandel",,,,,,,,
tmp:gesis-ssoar-92472_ref-113_block-69401,"Moderne und postmoderne Architektur"", in: ders., Die neue Unübersichtlichkeit, Frankfurt a.M","Habermas, Jürgen",1985,,,,11-29,,,
tmp:gesis-ssoar-92472_ref-114_block-1719139,"kohärent/Kohärenz""","Hartmann, Stephan",2010,Enzyk- lopädie der Wissenschaftsphilosophie und analytischen Philosophie,,,250-258,book chapter,,"Mittelstraß, Jürgen"
doi:10.2307/143544,The Condition of Postmodernity,"Harvey, David",1990,An Enquiry into the Origins of Cultural Change,,,,journal article,,
tmp:gesis-ssoar-92472_ref-116_block-1009404,Spaces of Hope,"Harvey, David",2000,,,,,,,
tmp:gesis-ssoar-92472_ref-117_block-278735,,"Hassenpflug, Dieter; Urbanistik, Reflexive; Weimar, ",2006,,,,,,,
tmp:gesis-ssoar-92472_ref-118_block-1719140,,,1998,Großstadt. Soziologische Stichworte,,,,book chapter,,"Häußermann, Hartmut"
tmp:gesis-ssoar-92472_ref-119_block-1637837,"Neue Urbanität, Frankfurt a.M","Häußermann, Hartmut Siebel; Walter, ",1987,,,,,,,
doi:10.1177/0044118x09351791,"Risk and Resilience: The Ordinary and Extraordinary Everyday Lives of Young People Living in a High Crime Area""","Haw, Kaye",2010,Youth Society,41,4,451-474,journal article,,
openalex:W2340823972,"Einführung in die Anthropogeographie / Humangeographie, Paderborn u.a","Heineberg, Heinz",2004,,,,,,,
tmp:gesis-ssoar-92472_ref-122_block-1637838,Nomos und Physis. Herkunft und Bedeutung einer Antithese im griechischen Denken des 5,"Heinimann, Felix",1945,,,,,,,
tmp:gesis-ssoar-92472_ref-123_block-1246102,Modern Artists on Art,"Herbert, Robert",2000,,,,,,,
sowiport:gesis-solis-00323513,Zum Bedeutungswandel der öffentlichen Sphäre -Anmerkun- gen zur Urbanitätstheorie von H,"Herlyn, Ulfert",2004,Die eu- ropäische Stadt,,,121-130,book chapter,,"Bahrdt"", P; in, Walter Siebel"
tmp:gesis-ssoar-92472_ref-125_block-1159867,Zur Neuauflage des Buches ‚Die moderne Großstadt',"Herlyn, Ulfert",,,,,7-26,book,"Bahrdt, Hans Paul, Die moderne Großstadt",
tmp:gesis-ssoar-92472_ref-126_block-1173247,"From Bauhaas to Koolhaas"", Interview mit Rem Koolhaas, in","Heron, Katrina",1996,Wired Magazine,4,7,,journal article,,
doi:10.4324/9780203323120,Future War in Cities,"Hills, Alice",2004,Rethinking a Liberal Dilemma,,,,book chapter,,
tmp:gesis-ssoar-92472_ref-128_block-1982105,"Memory, Identity, Communi- ty","Hinchman, Lewis Hinchman; K, Sandra",2001,The Idea of Narrative in the Human Sciences,,,,journal article,,
tmp:gesis-ssoar-92472_ref-129_block-1246103,"Die dritte Stadt, Frankfurt a.M","Hoffmann-Axthelm, Dieter",1993,,,,,,,
sowiport:gesis-solis-00310797,Christof (Hgg,"Horn, Christoph Rapp",2002,Wörterbuch der antiken Philosophie,,,,journal article,,
doi:10.14195/2183-4105_9_2,Platon und die bildende Kunst,"Hub, Berthold",2009,"Eine Revision"", in: PLATO, The electronic Journal of the International Plato Society",9,,,journal article,,
tmp:gesis-ssoar-92472_ref-132_block-1804687,"Aristoteles über Platons philosophische Entwicklung""","Ilting, Karl",1965,Zeit- schrift für philosophische Forschung,19,3,377-392,journal article,,
openalex:W2798757965,The End of Utopia,"Jacoby, Russell",1999,Politics and Culture in an Age of Apathy,,,,book chapter,,
doi:10.2307/988897,Le Corbusier and the Tragic View of Architecture,"Jencks, Charles",1973,,,,,,,
tmp:gesis-ssoar-92472_ref-135_block-1246104,Was ist Postmoderne? Zürich/München,"Jencks, Charles",1990,,,,,,,
openalex:W645770073,Sozialutopien -barbarische Glücksverheißungen? Zur Geistes- geschichte der Idee der vollkommenen Gesellschaft,"Jenkis, Helmut",1992,,,,,,,
sowiport:gesis-solis-00364886,Die Stadt in der Krise. Ein Manifest für starke Kommunen,"Jungfer, Klaus",2005,,,,,,,
tmp:gesis-ssoar-92472_ref-138_block-1010524,"Planung und Liberalismus""","Kamleithner, Christa",,in: derivé,,31,5-9,journal article,,
tmp:gesis-ssoar-92472_ref-139_block-1375754,"Utopia and the Good Life""","Kateb, George",1965,Daedalus,94,2,454-473,journal article,,
tmp:gesis-ssoar-92472_ref-140_block-1637839,"Utopias and Utopianism"", in: Edward, Paul, The Encyclopedia of Philosophy","Kateb, George",1972,,7,,212-215,,,
tmp:gesis-ssoar-92472_ref-141_block-1159868,"Neuestes vollständiges Fremdwörterbuch zur Erklärung und Verdeutschung der in der heutigen deutschen Schrift-und Umgangs- sprache gebräuchlichen fremden Wörter Redensarten, Vornamen und Abkür- zungen mit genauer Angabe ihres Ursprungs",,,,,,,,,"Kiesewetter, L"
dnb:DE-599-DNB930389476-OCoLC-246793258-93-A11-0921,Urbanismus im Industriezeitalter,"Kieß, Walter",1991,,,,,book,Von der klassizistischen Stadt zur Garden City,
sowiport:dza-gerolit-523753268,"Norm""","Koller, Peter",2008,Handbuch der Politi- schen Philosophie und Sozialphilosophie,,,913-918,book chapter,N-Z,"Gosepath, Stefan; "
doi:10.14361/9783839412473,Sinn und Krise moderner Architektur,"Köppler, Jörn",2010,,,,,book,Zeitgenössisches Bauen zwischen Schönheitserfahrung und Rationalitätsglauben,
